,Caso Noticia,Grado del Delito,Caracterización,Modalidad,Título,Artículo,Procedimiento Abreviado,Tipo de Noticia,Etapa Noticia,Fecha Creación,Año de Creación,Ley,Entidad Receptora,Unidad Receptora,Fecha de la denuncia,Departamento de la denuncia,Municipio de la denuncia,Fecha de los Hechos,Departamento de los Hechos,Municipio de los Hechos,Fecha Última Actuación,Última Actuación
532,sdv-id-gUHQoT,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-05-23 08:24:54,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-07-29 14:18:59,Antioquia,"BOGOTÁ, D.C.",2024-11-20 11:17:59,Antioquia,MEDELLÍN,2024-10-27 22:36:17,QUERELLA PROGRAMADA PARA CONCILIACION (1A.CITA).
533,sdv-id-OuNLej,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,INDAGACIÓN,2025-05-23 00:25:30,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2024-12-30 21:58:31,Antioquia,MEDELLÍN,2025-07-21 05:14:56,Programa metodológico
534,sdv-id-mWNQTH,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-24 12:42:33,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ITAGUI,2024-04-08 18:45:20,Antioquia,MEDELLÍN,2024-04-14 10:18:24,Antioquia,MEDELLÍN,2024-05-17 15:50:59,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
535,sdv-id-ehALGU,NINGUNO,BIENES MUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-06-16 23:48:35,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ENVIGADO,2025-08-14 15:00:00,Antioquia,SANTANDER DE QUILICHAO,2025-06-30 10:34:47,Antioquia,MEDELLÍN,2025-08-14 06:28:54,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
536,sdv-id-jNvsdn,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-09 02:01:36,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-06-09 06:04:06,Antioquia,MEDELLÍN,2024-06-06 20:19:00,Antioquia,MEDELLÍN,2025-08-06 02:28:38,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
537,sdv-id-GtdtYo,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-03-31 00:02:30,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-05-23 05:41:11,Antioquia,MEDELLÍN,2024-07-01 21:56:14,Antioquia,MEDELLÍN,2025-02-23 22:27:46,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
538,sdv-id-CtoCYO,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-10 16:50:17,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,ENVIGADO,2025-05-02 23:48:43,Antioquia,MEDELLÍN,2025-06-19 02:13:31,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
539,sdv-id-fyWDKP,NINGUNO,BIENES MUEBLES,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-21 03:10:43,2025,Ley 906,Fiscalía General de la Nación,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2025-03-15 00:47:28,Antioquia,MEDELLÍN,2024-10-15 07:10:19,Antioquia,MEDELLÍN,2025-08-07 11:30:10,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
540,sdv-id-MNNUlM,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-04-22 02:29:45,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS - MANIZALES,2024-04-17 04:49:40,Chocó,MEDELLÍN,2023-02-12 20:26:58,Antioquia,MEDELLÍN,2025-01-12 11:50:21,Sale de fiscal intervención temprana a fiscal conocimiento
541,sdv-id-lHouIA,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-30 22:37:22,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-12-15 07:50:51,Antioquia,MEDELLÍN,2024-04-18 22:11:39,Antioquia,MEDELLÍN,2025-03-06 20:32:49,Obtención de documentos
542,sdv-id-gsKdoQ,AGRAVADO,BIENES MUEBLES,DEVOLUCION DE BIENES,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-12-21 14:02:53,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-11-26 18:52:41,Antioquia,MEDELLÍN,2023-11-27 09:26:53,Antioquia,MEDELLÍN,2024-08-17 20:26:07,Busqueda en bases de datos de acceso publico
543,sdv-id-hUIRPN,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-07-18 20:21:26,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-02 03:33:27,Antioquia,MEDELLÍN,2024-08-02 11:58:38,Antioquia,MEDELLÍN,2025-04-15 08:19:15,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
544,sdv-id-VhUEmM,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-25 05:39:58,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-04-24 12:16:36,"BOGOTÁ, D. C.",MEDELLÍN,2025-03-11 08:58:43,Antioquia,MEDELLÍN,2025-01-12 08:55:33,Programa metodológico
545,sdv-id-wwqfTF,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-30 17:52:01,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-12-06 09:30:43,Antioquia,MEDELLÍN,2025-01-03 17:56:59,Antioquia,MEDELLÍN,2025-04-28 06:52:28,Busqueda en bases de datos de acceso publico
546,sdv-id-RTpNIr,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-12 00:02:39,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-06-09 21:52:48,Antioquia,MEDELLÍN,2025-08-16 06:51:00,Busqueda en bases de datos de acceso publico
547,sdv-id-twFJbG,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-06-08 12:22:13,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-07-04 05:31:19,Antioquia,MEDELLÍN,2024-09-14 20:35:35,Antioquia,MEDELLÍN,2024-12-12 22:00:50,Obtención de documentos
548,sdv-id-detcDW,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-09-21 06:01:46,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-12-31 06:57:41,Antioquia,MEDELLÍN,2024-04-25 15:16:00,Antioquia,MEDELLÍN,2024-01-13 12:03:38,Sale a fiscal de conocimiento
549,sdv-id-HaiDcs,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-07-28 02:08:31,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-07 20:34:36,Antioquia,MEDELLÍN,2022-09-01 21:34:38,Antioquia,MEDELLÍN,2025-08-14 14:52:39,Obtención de documentos
550,sdv-id-denahn,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-02-23 03:38:40,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-11-01 17:39:31,Antioquia,MEDELLÍN,2024-07-28 17:04:29,Antioquia,MEDELLÍN,2025-04-08 15:23:30,Obtención de documentos
551,sdv-id-jBPJdT,NINGUNO,BIENES INMUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-12 12:09:53,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-10-15 19:40:59,Antioquia,MEDELLÍN,2024-12-11 21:08:22,Antioquia,MEDELLÍN,2025-07-07 05:26:36,Registro de informacion formal
552,sdv-id-jVxIgV,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-12 04:00:20,2025,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-05-24 11:29:46,Antioquia,"BOGOTÁ, D.C.",2025-05-21 17:12:01,Antioquia,MEDELLÍN,2025-08-16 13:29:54,Obtención de documentos
553,sdv-id-DGFdMs,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-24 22:29:18,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-01-20 10:13:34,Antioquia,MEDELLÍN,2024-08-14 23:52:21,Antioquia,MEDELLÍN,2025-05-21 07:48:04,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
554,sdv-id-mSoTWy,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-15 13:09:27,2025,Ley 906,Fiscalía General de la Nación,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2024-07-20 02:21:41,Antioquia,MEDELLÍN,2024-05-05 15:07:22,Antioquia,MEDELLÍN,2025-05-24 04:09:35,Obtención de documentos
555,sdv-id-gqnhFr,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-23 04:19:03,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-11 20:59:16,Antioquia,MEDELLÍN,2024-09-16 14:26:46,Antioquia,MEDELLÍN,2024-02-21 00:33:30,Obtención de documentos
556,sdv-id-ZeDQVT,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,DENUNCIA,QUERELLABLE,2025-04-05 16:05:15,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-01-01 14:08:36,Antioquia,MEDELLÍN,2025-03-10 20:26:45,Antioquia,MEDELLÍN,2025-07-12 11:11:45,Busqueda en bases de datos de acceso publico
557,sdv-id-lkGTsT,NINGUNO,OFRECIMIENTO DE SERVICIOS,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-05-20 23:59:25,2024,Ley 906,Policía Nacional,SALA DE DENUNCIAS CARIBE,2025-06-11 21:03:00,Antioquia,MEDELLÍN,2025-05-26 04:53:22,Antioquia,MEDELLÍN,2024-07-11 15:20:35,Registro de informacion formal
558,sdv-id-cMukRW,NINGUNO,OTROS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-18 21:10:56,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-07-26 23:36:26,Antioquia,MEDELLÍN,2025-04-02 03:13:59,Antioquia,MEDELLÍN,2025-03-10 16:55:50,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
559,sdv-id-uyRTNq,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-11 01:06:31,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-12-20 10:41:43,Antioquia,MEDELLÍN,2024-05-17 16:39:17,Antioquia,MEDELLÍN,2023-11-19 18:09:49,Conciliacion fracasada (no se hizo - complementar con el motivo)
560,sdv-id-Atwyjr,NINGUNO,OFRECIMIENTO DE SERVICIOS,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-06-06 17:42:14,2024,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) - CENTRO MEDELLÍN,2023-10-16 23:29:12,Valle del Cauca,BARBOSA,2022-09-11 05:19:43,Antioquia,MEDELLÍN,2025-03-27 09:50:50,Busqueda en bases de datos de acceso publico
561,sdv-id-BodRfw,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-09 15:21:11,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-18 20:32:40,Antioquia,MEDELLÍN,2024-12-13 21:17:57,Antioquia,MEDELLÍN,2025-07-12 12:14:48,Registro de informacion formal
562,sdv-id-UMxBcg,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-03-15 17:29:01,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-05-04 06:14:54,Antioquia,MEDELLÍN,2023-09-08 18:21:01,Antioquia,MEDELLÍN,2024-08-24 22:59:39,Obtención de documentos
563,sdv-id-zqATTf,NINGUNO,OFRECIMIENTO DE SERVICIOS,PLAN VACACIONAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-04-16 04:28:09,2024,Ley 906,Fiscalía General de la Nación,DIR. APOYO INVESTIGACIÓN Y ANÁLISIS PARA LA SEG. CIUDADANA,2023-06-24 02:05:03,Antioquia,ITAGUI,2021-06-17 21:33:34,Antioquia,MEDELLÍN,2024-12-16 21:03:53,Solicitud deshacer conexidad
564,sdv-id-iDeSpT,NINGUNO,OTROS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-31 04:23:48,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-08-14 15:00:00,Antioquia,"BOGOTÁ, D.C.",2025-07-04 22:45:11,Antioquia,MEDELLÍN,2025-08-16 14:01:28,Obtención de documentos
565,sdv-id-AfQfel,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2022-11-15 04:55:34,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-09-10 01:18:05,"BOGOTÁ, D. C.",MEDELLÍN,2023-10-13 11:22:01,Antioquia,MEDELLÍN,2024-04-26 16:47:39,Obtención de documentos
566,sdv-id-ByhTdM,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-07-01 15:31:43,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-06-01 03:37:04,Antioquia,MEDELLÍN,2024-11-12 22:28:48,Antioquia,MEDELLÍN,2025-08-16 08:47:12,Conciliación sin acuerdo (para fiscales no sau)
567,sdv-id-PxrCkd,NINGUNO,BIENES MUEBLES,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-04-18 04:06:31,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ENVIGADO,2024-04-03 11:28:50,Antioquia,MEDELLÍN,2024-10-12 08:18:11,Antioquia,MEDELLÍN,2024-09-10 18:01:23,Registro de informacion formal
568,sdv-id-wXXCQI,NINGUNO,BIENES MUEBLES,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-02-29 10:51:19,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-07-02 05:30:29,"BOGOTÁ, D. C.",MEDELLÍN,2024-02-17 04:03:48,Antioquia,MEDELLÍN,2024-03-29 15:06:31,Programa metodológico
569,sdv-id-FtxfBU,NINGUNO,BIENES MUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-05-21 14:50:00,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-06-04 12:37:33,Antioquia,MEDELLÍN,2025-06-12 17:02:02,Antioquia,MEDELLÍN,2025-07-18 15:32:48,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
570,sdv-id-DJQfJJ,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DE OFICIO (INFORMES),QUERELLABLE,2025-03-10 23:19:15,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-20 05:39:17,Antioquia,MEDELLÍN,2025-03-06 18:46:42,Antioquia,MEDELLÍN,2025-07-17 17:26:26,Conciliacion fracasada (no se hizo - complementar con el motivo)
571,sdv-id-gqdvYx,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-11 03:33:27,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2024-10-08 04:15:24,Antioquia,MEDELLÍN,2025-04-28 16:50:34,Obtención de documentos
572,sdv-id-eCxsSK,NINGUNO,OTROS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,DENUNCIA,INDAGACIÓN,2024-01-05 11:36:23,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-12-28 13:01:35,Antioquia,MEDELLÍN,2023-01-15 14:30:43,Antioquia,MEDELLÍN,2025-08-01 02:45:58,Registro de informacion no formal
573,sdv-id-oNyPgF,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-01-19 19:53:45,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-04-18 05:44:52,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2023-10-25 23:45:26,Antioquia,MEDELLÍN,2024-03-02 13:36:12,Obtención de documentos
574,sdv-id-yscoEN,NINGUNO,BIENES INMUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-04 21:45:24,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-11-04 19:02:12,Antioquia,MEDELLÍN,2024-02-04 20:37:25,Antioquia,MEDELLÍN,2025-04-28 03:40:20,Registro de informacion formal
575,sdv-id-segMit,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-11 04:35:14,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS COPACABANA,2025-03-12 19:09:25,Antioquia,MEDELLÍN,2025-02-10 20:37:38,Antioquia,MEDELLÍN,2025-05-20 06:46:26,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
576,sdv-id-fryhRS,NINGUNO,OFRECIMIENTO DE SERVICIOS,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-01 20:49:06,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-14 21:45:00,Antioquia,MEDELLÍN,2024-11-04 11:04:51,Antioquia,MEDELLÍN,2024-05-07 02:33:04,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
577,sdv-id-qiqgyY,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-19 21:01:50,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-05-06 15:07:51,Antioquia,MEDELLÍN,2025-04-07 02:02:26,Antioquia,MEDELLÍN,2025-07-28 01:40:33,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
578,sdv-id-WPBCon,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-21 21:39:21,2025,Ley 906,Fiscalía General de la Nación,ESTACION CALDAS                              ,2024-12-31 10:17:51,Antioquia,MEDELLÍN,2025-01-07 22:57:31,Antioquia,MEDELLÍN,2025-08-14 00:42:39,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
579,sdv-id-lvJiXP,NINGUNO,OFRECIMIENTO DE SERVICIOS,ALQUILER,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-27 11:35:08,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-12 11:36:42,Antioquia,MEDELLÍN,2024-08-17 14:41:20,Antioquia,MEDELLÍN,2025-05-01 00:19:35,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
580,sdv-id-IbwQPc,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-08-10 23:54:48,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Caldas,ENVIGADO,2025-05-23 07:41:25,Antioquia,MEDELLÍN,2025-07-23 18:23:35,Sale a fiscal de conocimiento
581,sdv-id-GXAjZY,NINGUNO,OFRECIMIENTO DE SERVICIOS,EXCURSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-18 13:21:58,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-30 01:59:56,Antioquia,ITAGUI,2025-05-28 18:34:29,Antioquia,MEDELLÍN,2025-08-15 22:26:04,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
